place_code,date,mankai_date,kaika_date,meter,ft,tavg,tmin,tmax,tavg_f,tmin_f,tmax_f,prcp,pcp_in
9370014,2/1/24,4/7/24,4/1/24,19,5.7912,,,,32,32,32,,0
9370003,2/1/24,4/2/24,3/26/24,15,4.572,5,-0.6,16,41,30.92,60.8,0,0
9370019,2/1/24,4/7/24,4/1/24,19,5.7912,5.8,-1.2,16.7,42.44,29.84,62.06,2,0.0787402
9370005,2/1/24,4/6/24,3/31/24,15,4.572,,,,32,32,32,,0
9370006,2/1/24,4/7/24,3/30/24,14,4.2672,5,-0.6,16,41,30.92,60.8,0,0
9370008,2/1/24,4/4/24,3/29/24,12,3.6576,6.7,1.5,15.9,44.06,34.7,60.62,0,0
9370009,2/1/24,4/4/24,3/29/24,14,4.2672,5,-0.6,16,41,30.92,60.8,0,0
9370015,2/1/24,4/7/24,3/31/24,19,5.7912,1.8,-3.4,11,35.24,25.88,51.8,0,0
9370022,2/1/24,4/6/24,3/29/24,21,6.4008,5.8,-1.2,16.7,42.44,29.84,62.06,2,0.0787402
9370023,2/1/24,4/6/24,4/1/24,19,5.7912,1.8,-3.4,11,35.24,25.88,51.8,0,0
9370024,2/1/24,4/6/24,4/1/24,19,5.7912,1.8,-3.4,11,35.24,25.88,51.8,0,0
9370025,2/1/24,4/12/24,4/5/24,11,3.3528,5,-0.6,16,41,30.92,60.8,0,0
9370029,2/1/24,4/7/24,4/4/24,19,5.7912,1.8,-3.4,11,35.24,25.88,51.8,0,0
9370010,2/1/24,4/4/24,3/30/24,13,3.9624,5,-0.6,16,41,30.92,60.8,0,0
9370016,2/1/24,4/11/24,4/5/24,18,5.4864,1.8,-3.4,11,35.24,25.88,51.8,0,0
9370027,2/1/24,4/3/24,3/27/24,23,7.0104,5.8,-1.2,16.7,42.44,29.84,62.06,2,0.0787402
9370028,2/1/24,4/5/24,3/30/24,20,6.096,5.8,-1.2,16.7,42.44,29.84,62.06,2,0.0787402
9370011,2/1/24,4/3/24,3/28/24,16,4.8768,5.8,-1.2,16.7,42.44,29.84,62.06,2,0.0787402
9370012,2/1/24,4/5/24,3/29/24,18,5.4864,5.8,-1.2,16.7,42.44,29.84,62.06,2,0.0787402
9370013,2/1/24,4/10/24,4/2/24,19,5.7912,5.8,-1.2,16.7,42.44,29.84,62.06,2,0.0787402
10370001,2/1/24,4/7/24,3/31/24,21,6.4008,4.9,-1,15.9,40.82,30.2,60.62,0,0
10370003,2/1/24,4/4/24,3/29/24,22,6.7056,4.9,-2.1,12,40.82,28.22,53.6,0,0
10370006,2/1/24,4/2/24,3/26/24,13,3.9624,5.1,-0.2,10.2,41.18,31.64,50.36,0,0
10370010,2/1/24,4/2/24,3/24/24,13,3.9624,6.7,1.5,15.9,44.06,34.7,60.62,0,0
10370011,2/1/24,4/12/24,4/6/24,18,5.4864,4.9,-2.1,12,40.82,28.22,53.6,0,0
10370021,2/1/24,4/4/24,3/29/24,14,4.2672,4.9,-2.1,12,40.82,28.22,53.6,0,0
10370022,2/1/24,3/31/24,3/22/24,13,3.9624,6.7,1.5,15.9,44.06,34.7,60.62,0,0
10370013,2/1/24,4/1/24,3/26/24,18,5.4864,5.1,-0.2,10.2,41.18,31.64,50.36,0,0
10370014,2/1/24,4/2/24,3/27/24,16,4.8768,5.1,-0.2,10.2,41.18,31.64,50.36,0,0
10370015,2/1/24,4/9/24,4/2/24,17,5.1816,5.1,-0.2,10.2,41.18,31.64,50.36,0,0
10370020,2/1/24,4/12/24,4/6/24,15,4.572,4.9,-2.1,12,40.82,28.22,53.6,0,0
10370018,2/1/24,4/18/24,4/13/24,18,5.4864,4.9,-2.1,12,40.82,28.22,53.6,0,0
10370017,2/1/24,4/29/24,4/24/24,9,2.7432,4.9,-2.1,12,40.82,28.22,53.6,0,0
10370016,2/1/24,4/2/24,3/27/24,12,3.6576,5.1,-0.2,10.2,41.18,31.64,50.36,0,0
10370007,2/1/24,4/20/24,4/9/24,18,5.4864,4.9,-2.1,12,40.82,28.22,53.6,0,0
10370019,2/1/24,4/17/24,4/11/24,21,6.4008,,,,32,32,32,,0
11370018,2/1/24,4/3/24,3/28/24,15,4.572,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370019,2/1/24,4/3/24,3/27/24,16,4.8768,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370002,2/1/24,4/2/24,3/25/24,15,4.572,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370005,2/1/24,4/1/24,3/25/24,15,4.572,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370006,2/1/24,4/4/24,3/27/24,20,6.096,4.9,-1,15.9,40.82,30.2,60.62,0,0
11370007,2/1/24,4/1/24,3/25/24,15,4.572,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370008,2/1/24,4/1/24,3/26/24,15,4.572,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370011,2/1/24,4/5/24,3/29/24,16,4.8768,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370023,2/1/24,3/30/24,3/23/24,16,4.8768,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370024,2/1/24,4/1/24,3/26/24,17,5.1816,4.9,-1,15.9,40.82,30.2,60.62,0,0
11370028,2/1/24,4/1/24,3/25/24,16,4.8768,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370029,2/1/24,4/3/24,3/28/24,14,4.2672,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370032,2/1/24,3/29/24,3/23/24,15,4.572,8.1,4.1,15,46.58,39.38,59,1.1,0.04330711
11370036,2/1/24,4/1/24,3/25/24,14,4.2672,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370047,2/1/24,4/4/24,3/27/24,15,4.572,8.8,3,19,47.84,37.4,66.2,0,0
11370037,2/1/24,3/30/24,3/23/24,15,4.572,5.1,-0.2,10.2,41.18,31.64,50.36,0,0
11370038,2/1/24,4/2/24,3/26/24,11,3.3528,8.2,4.2,15.3,46.76,39.56,59.54,1.7,0.06692917
11370040,2/1/24,4/2/24,3/26/24,14,4.2672,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370041,2/1/24,4/5/24,3/30/24,16,4.8768,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370042,2/1/24,4/12/24,3/28/24,20,6.096,4.9,-1,15.9,40.82,30.2,60.62,0,0
11370043,2/1/24,4/10/24,4/3/24,19,5.7912,4.9,-1,15.9,40.82,30.2,60.62,0,0
11370045,2/1/24,4/2/24,3/26/24,13,3.9624,5.1,-0.2,10.2,41.18,31.64,50.36,0,0
11370046,2/1/24,3/30/24,3/24/24,10,3.048,8.1,4.1,15,46.58,39.38,59,1.1,0.04330711
11370050,2/1/24,4/5/24,3/29/24,16,4.8768,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370051,2/1/24,4/14/24,4/6/24,17,5.1816,4.9,-1,15.9,40.82,30.2,60.62,0,0
11370052,2/1/24,3/31/24,3/25/24,15,4.572,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370053,2/1/24,3/31/24,3/26/24,15,4.572,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370055,2/1/24,4/1/24,3/23/24,17,5.1816,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370058,2/1/24,4/2/24,3/26/24,12,3.6576,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370059,2/1/24,4/1/24,3/25/24,12,3.6576,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370060,2/1/24,4/2/24,3/23/24,13,3.9624,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370012,2/1/24,4/6/24,3/31/24,16,4.8768,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370013,2/1/24,4/1/24,3/25/24,12,3.6576,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370014,2/1/24,4/3/24,3/27/24,17,5.1816,4.9,-1,15.9,40.82,30.2,60.62,0,0
11370016,2/1/24,4/2/24,3/26/24,17,5.1816,4.9,-1,15.9,40.82,30.2,60.62,0,0
11370017,2/1/24,3/30/24,3/23/24,15,4.572,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370020,2/1/24,4/2/24,3/26/24,11,3.3528,8.1,4.1,15,46.58,39.38,59,1.1,0.04330711
11370022,2/1/24,4/1/24,3/26/24,12,3.6576,7.4,1.7,13.6,45.32,35.06,56.48,0,0
11370001,2/1/24,4/1/24,3/26/24,12,3.6576,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370010,2/1/24,4/3/24,3/27/24,11,3.3528,8.2,4.2,15.3,46.76,39.56,59.54,1.7,0.06692917
11370049,2/1/24,4/2/24,3/26/24,17,5.1816,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370030,2/1/24,4/1/24,3/25/24,17,5.1816,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370031,2/1/24,4/1/24,3/26/24,11,3.3528,6.7,1.5,15.9,44.06,34.7,60.62,0,0
11370003,2/1/24,4/1/24,3/26/24,11,3.3528,8.1,4.1,15,46.58,39.38,59,1.1,0.04330711
11370033,2/1/24,4/6/24,3/29/24,18,5.4864,4.9,-1,15.9,40.82,30.2,60.62,0,0
12370021,2/1/24,4/4/24,3/30/24,4,1.2192,9.1,4.7,16.3,48.38,40.46,61.34,0,0
12370023,2/1/24,4/2/24,3/27/24,9,2.7432,8.2,4.2,15.3,46.76,39.56,59.54,1.7,0.06692917
12370024,2/1/24,4/4/24,3/27/24,9,2.7432,9.1,4.7,16.3,48.38,40.46,61.34,0,0
12370001,2/1/24,4/2/24,3/27/24,9,2.7432,8.2,4.2,15.3,46.76,39.56,59.54,1.7,0.06692917
12370002,2/1/24,4/4/24,3/28/24,0,0,9.1,4.7,16.3,48.38,40.46,61.34,0,0
12370005,2/1/24,4/9/24,4/1/24,0,0,10.3,5.2,18.3,50.54,41.36,64.94,7.9,0.31102379
12370006,2/1/24,4/9/24,3/31/24,0,0,10.3,5.2,18.3,50.54,41.36,64.94,7.9,0.31102379
12370026,2/1/24,4/4/24,3/26/24,15,4.572,10.2,4,16,50.36,39.2,60.8,0,0
12370029,2/1/24,4/6/24,3/30/24,0,0,12,6.4,15.1,53.6,43.52,59.18,4.7,0.18503947
12370028,2/1/24,4/5/24,3/30/24,3,0.9144,9.1,4.7,16.3,48.38,40.46,61.34,0,0
12370009,2/1/24,4/3/24,3/27/24,11,3.3528,10.2,4,16,50.36,39.2,60.8,0,0
12370011,2/1/24,4/2/24,3/25/24,9,2.7432,9.1,4.7,16.3,48.38,40.46,61.34,0,0
12370012,2/1/24,4/2/24,3/25/24,15,4.572,10.2,4,16,50.36,39.2,60.8,0,0
12370013,2/1/24,4/2/24,3/25/24,10,3.048,10.2,4,16,50.36,39.2,60.8,0,0
12370014,2/1/24,4/6/24,3/27/24,0,0,10.3,5.2,18.3,50.54,41.36,64.94,7.9,0.31102379
12370015,2/1/24,4/2/24,3/25/24,14,4.2672,10.2,4,16,50.36,39.2,60.8,0,0
12370016,2/1/24,4/2/24,3/26/24,15,4.572,10.2,4,16,50.36,39.2,60.8,0,0
12370017,2/1/24,4/2/24,3/26/24,5,1.524,11.4,6.1,14.5,52.52,42.98,58.1,0,0
12370025,2/1/24,4/1/24,3/25/24,13,3.9624,9.1,4.7,16.3,48.38,40.46,61.34,0,0
12370019,2/1/24,4/3/24,3/28/24,3,0.9144,9.1,4.7,16.3,48.38,40.46,61.34,0,0
12370020,2/1/24,3/30/24,3/23/24,16,4.8768,8.2,4.2,15.3,46.76,39.56,59.54,1.7,0.06692917
12370010,2/1/24,4/4/24,3/20/24,16,4.8768,11.4,6.1,14.5,52.52,42.98,58.1,0,0
12370004,2/1/24,4/2/24,3/26/24,14,4.2672,10.2,4,16,50.36,39.2,60.8,0,0
12370008,2/1/24,4/7/24,3/29/24,14,4.2672,10.2,4,16,50.36,39.2,60.8,0,0
14370016,2/1/24,4/2/24,3/26/24,4,1.2192,8.4,6.5,15.2,47.12,43.7,59.36,0,0
14370001,2/1/24,4/3/24,3/25/24,12,3.6576,8.7,2.5,15.1,47.66,36.5,59.18,0,0
14370003,2/1/24,3/31/24,3/23/24,17,5.1816,8.7,2.5,15.1,47.66,36.5,59.18,0,0
14370004,2/1/24,4/2/24,3/25/24,11,3.3528,8.5,2.5,15.1,47.3,36.5,59.18,0,0
14370006,2/1/24,4/2/24,3/25/24,11,3.3528,8.5,2.5,15.1,47.3,36.5,59.18,0,0
14370019,2/1/24,4/3/24,3/26/24,0,0,8.4,6.5,15.2,47.12,43.7,59.36,0,0
14370020,2/1/24,4/2/24,3/24/24,11,3.3528,8.5,2.5,15.1,47.3,36.5,59.18,0,0
14370021,2/1/24,4/5/24,3/29/24,22,6.7056,11.6,5.7,18.8,52.88,42.26,65.84,9.9,0.38976399
14370022,2/1/24,4/3/24,3/28/24,17,5.1816,8.7,2.5,15.1,47.66,36.5,59.18,0,0
14370024,2/1/24,4/6/24,3/26/24,16,4.8768,10.1,5.4,15.6,50.18,41.72,60.08,0.5,0.01968505
14370025,2/1/24,4/4/24,3/27/24,0,0,8.4,6.5,15.2,47.12,43.7,59.36,0,0
14370026,2/1/24,4/4/24,3/27/24,5,1.524,8.5,2.8,15.8,47.3,37.04,60.44,0.4,0.01574804
14370028,2/1/24,4/2/24,3/24/24,14,4.2672,8.7,2.5,15.1,47.66,36.5,59.18,0,0
14370029,2/1/24,4/4/24,3/26/24,4,1.2192,8.4,6.5,15.2,47.12,43.7,59.36,0,0
14370030,2/1/24,4/7/24,3/31/24,20,6.096,11.6,5.7,18.8,52.88,42.26,65.84,9.9,0.38976399
14370031,2/1/24,4/12/24,4/4/24,22,6.7056,11.6,5.7,18.8,52.88,42.26,65.84,9.9,0.38976399
14370032,2/1/24,3/31/24,3/21/24,13,3.9624,7.6,1.7,16,45.68,35.06,60.8,0,0
14370008,2/1/24,4/2/24,3/24/24,10,3.048,10.1,5.4,15.6,50.18,41.72,60.08,0.5,0.01968505
14370009,2/1/24,4/5/24,3/29/24,5,1.524,8.4,6.5,15.2,47.12,43.7,59.36,0,0
14370010,2/1/24,4/4/24,3/27/24,0,0,8.4,6.5,15.2,47.12,43.7,59.36,0,0
14370011,2/1/24,4/2/24,3/26/24,0,0,8.4,6.5,15.2,47.12,43.7,59.36,0,0
14370015,2/1/24,4/1/24,3/24/24,15,4.572,9.1,5.8,12.6,48.38,42.44,54.68,4.7,0.18503947
14370012,2/1/24,4/1/24,3/25/24,15,4.572,10.1,5.4,15.6,50.18,41.72,60.08,0.5,0.01968505
14370014,2/1/24,4/16/24,4/8/24,18,5.4864,9.1,5.8,12.6,48.38,42.44,54.68,4.7,0.18503947
14370018,2/1/24,4/3/24,3/27/24,11,3.3528,8.5,2.5,15.1,47.3,36.5,59.18,0,0
14370005,2/1/24,4/1/24,3/24/24,12,3.6576,8.5,2.5,15.1,47.3,36.5,59.18,0,0
19370001,2/1/24,3/30/24,3/22/24,24,7.3152,5.5,2.4,13.6,41.9,36.32,56.48,0,0
19370002,2/1/24,4/3/24,3/25/24,21,6.4008,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370003,2/1/24,3/29/24,3/22/24,22,6.7056,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370017,2/1/24,3/30/24,3/26/24,20,6.096,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370004,2/1/24,3/27/24,3/21/24,17,5.1816,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370005,2/1/24,4/14/24,4/10/24,16,4.8768,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370006,2/1/24,4/12/24,4/6/24,20,6.096,5.5,2.4,13.6,41.9,36.32,56.48,0,0
19370009,2/1/24,3/31/24,3/24/24,23,7.0104,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370020,2/1/24,3/29/24,3/23/24,21,6.4008,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370021,2/1/24,4/9/24,4/4/24,23,7.0104,5.5,2.4,13.6,41.9,36.32,56.48,0,0
19370010,2/1/24,4/3/24,3/26/24,20,6.096,5.5,2.4,13.6,41.9,36.32,56.48,0,0
19370011,2/1/24,4/9/24,4/3/24,20,6.096,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370012,2/1/24,3/28/24,3/21/24,18,5.4864,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370013,2/1/24,4/12/24,4/6/24,20,6.096,5.5,2.4,13.6,41.9,36.32,56.48,0,0
19370014,2/1/24,3/28/24,3/21/24,18,5.4864,7.2,2.1,17.7,44.96,35.78,63.86,0,0
19370016,2/1/24,3/29/24,3/22/24,20,6.096,7.2,2.1,17.7,44.96,35.78,63.86,0,0
20370003,2/1/24,4/17/24,4/13/24,18,5.4864,-0.1,-5,6.2,31.82,23,43.16,4.1,0.16141741
20370004,2/1/24,4/14/24,4/9/24,16,4.8768,0.4,0.5,6.8,32.72,32.9,44.24,2,0.0787402
20370007,2/1/24,4/11/24,4/6/24,20,6.096,3.6,0.1,12.7,38.48,32.18,54.86,6.1,0.24015761
20370039,2/1/24,4/13/24,4/8/24,21,6.4008,0.4,0.5,6.8,32.72,32.9,44.24,2,0.0787402
20370044,2/1/24,4/28/24,4/21/24,17,5.1816,-3.2,-6.7,6.6,26.24,19.94,43.88,3,0.1181103
20370041,2/1/24,4/10/24,4/6/24,18,5.4864,1.6,-2.1,4.1,34.88,28.22,39.38,0.5,0.01968505
20370045,2/1/24,4/17/24,4/12/24,20,6.096,-3.2,-6.7,6.6,26.24,19.94,43.88,3,0.1181103
20370010,2/1/24,4/15/24,4/9/24,18,5.4864,-3.2,-6.7,6.6,26.24,19.94,43.88,3,0.1181103
20370011,2/1/24,4/7/24,4/1/24,17,5.1816,0.4,0.5,6.8,32.72,32.9,44.24,2,0.0787402
20370012,2/1/24,4/11/24,4/6/24,15,4.572,1.6,-2.1,4.1,34.88,28.22,39.38,0.5,0.01968505
20370013,2/1/24,4/12/24,4/7/24,17,5.1816,1.6,-2.1,4.1,34.88,28.22,39.38,0.5,0.01968505
20370014,2/1/24,4/10/24,4/5/24,17,5.1816,1.6,-2.1,4.1,34.88,28.22,39.38,0.5,0.01968505
20370015,2/1/24,4/17/24,4/12/24,18,5.4864,-3.2,-6.7,6.6,26.24,19.94,43.88,3,0.1181103
20370016,2/1/24,4/17/24,4/12/24,18,5.4864,-3.2,-6.7,6.6,26.24,19.94,43.88,3,0.1181103
20370017,2/1/24,4/19/24,4/14/24,13,3.9624,1.6,-2.1,4.1,34.88,28.22,39.38,0.5,0.01968505
20370018,2/1/24,4/9/24,4/3/24,18,5.4864,0.4,0.5,6.8,32.72,32.9,44.24,2,0.0787402
20370019,2/1/24,4/12/24,4/7/24,17,5.1816,0.4,0.5,6.8,32.72,32.9,44.24,2,0.0787402
20370020,2/1/24,4/20/24,4/15/24,19,5.7912,0.4,0.5,6.8,32.72,32.9,44.24,2,0.0787402
20370021,2/1/24,4/15/24,4/8/24,20,6.096,-0.1,-5,6.2,31.82,23,43.16,4.1,0.16141741
20370022,2/1/24,4/12/24,4/5/24,20,6.096,-0.1,-5,6.2,31.82,23,43.16,4.1,0.16141741
20370023,2/1/24,4/15/24,4/9/24,18,5.4864,1.6,-2.1,4.1,34.88,28.22,39.38,0.5,0.01968505
20370025,2/1/24,4/18/24,4/11/24,19,5.7912,0.4,0.5,6.8,32.72,32.9,44.24,2,0.0787402
20370026,2/1/24,4/9/24,4/4/24,16,4.8768,1.6,-2.1,4.1,34.88,28.22,39.38,0.5,0.01968505
20370027,2/1/24,4/11/24,4/6/24,17,5.1816,3.5,-1,6.7,38.3,30.2,44.06,0.8,0.03149608
20370037,2/1/24,4/17/24,4/12/24,16,4.8768,2.7,-0.6,5.2,36.86,30.92,41.36,17.3,0.68110273
20370038,2/1/24,4/13/24,4/7/24,19,5.7912,-0.1,-5,6.2,31.82,23,43.16,4.1,0.16141741
20370031,2/1/24,4/1/24,3/24/24,22,6.7056,3.6,0.1,12.7,38.48,32.18,54.86,6.1,0.24015761
20370033,2/1/24,4/10/24,4/3/24,19,5.7912,3.6,0.1,12.7,38.48,32.18,54.86,6.1,0.24015761
20370006,2/1/24,4/10/24,4/5/24,19,5.7912,-0.1,-5,6.2,31.82,23,43.16,4.1,0.16141741
20370030,2/1/24,4/15/24,4/10/24,18,5.4864,3.6,0.1,12.7,38.48,32.18,54.86,6.1,0.24015761
23370019,2/1/24,3/30/24,3/22/24,10,3.048,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370003,2/1/24,4/1/24,3/25/24,14,4.2672,9.3,4,15,48.74,39.2,59,3.3,0.12992133
23370006,2/1/24,3/28/24,3/21/24,11,3.3528,9.4,6,13,48.92,42.8,55.4,0.6,0.02362206
23370007,2/1/24,3/30/24,3/22/24,11,3.3528,10.1,6.2,14.3,50.18,43.16,57.74,2.3,0.09055123
23370008,2/1/24,4/1/24,3/26/24,13,3.9624,8,1.9,14,46.4,35.42,57.2,2.5,0.09842525
23370011,2/1/24,4/1/24,3/23/24,9,2.7432,9.3,4,15,48.74,39.2,59,3.3,0.12992133
23370020,2/1/24,4/2/24,3/25/24,15,4.572,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370023,2/1/24,3/30/24,3/22/24,13,3.9624,8.1,6.5,14.3,46.58,43.7,57.74,3,0.1181103
23370025,2/1/24,4/7/24,3/30/24,9,2.7432,7.2,3.8,10.4,44.96,38.84,50.72,3.3,0.12992133
23370027,2/1/24,4/1/24,3/26/24,16,4.8768,9.3,4,15,48.74,39.2,59,3.3,0.12992133
23370028,2/1/24,3/30/24,3/23/24,10,3.048,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370030,2/1/24,4/2/24,3/25/24,13,3.9624,9.3,4,15,48.74,39.2,59,3.3,0.12992133
23370034,2/1/24,3/31/24,3/24/24,17,5.1816,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370035,2/1/24,3/30/24,3/23/24,11,3.3528,10.1,6.2,14.3,50.18,43.16,57.74,2.3,0.09055123
23370037,2/1/24,3/30/24,3/22/24,10,3.048,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370038,2/1/24,3/30/24,3/23/24,11,3.3528,9.4,6,13,48.92,42.8,55.4,0.6,0.02362206
23370039,2/1/24,3/28/24,3/20/24,12,3.6576,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370041,2/1/24,3/31/24,3/22/24,11,3.3528,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370013,2/1/24,3/31/24,3/21/24,18,5.4864,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370014,2/1/24,4/1/24,3/24/24,17,5.1816,7.2,3.8,10.4,44.96,38.84,50.72,3.3,0.12992133
23370016,2/1/24,3/29/24,3/22/24,12,3.6576,7,2.1,14,44.6,35.78,57.2,7.1,0.27952771
23370017,2/1/24,3/30/24,3/22/24,15,4.572,10.1,6.2,14.3,50.18,43.16,57.74,2.3,0.09055123
23370018,2/1/24,3/30/24,3/23/24,19,5.7912,10.1,6.2,14.3,50.18,43.16,57.74,2.3,0.09055123
23370032,2/1/24,3/30/24,3/22/24,11,3.3528,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370036,2/1/24,4/15/24,3/22/24,17,5.1816,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370010,2/1/24,4/3/24,3/26/24,20,6.096,7.9,2.5,12.3,46.22,36.5,54.14,1.9,0.07480319
23370015,2/1/24,3/31/24,3/24/24,16,4.8768,8,1.9,14,46.4,35.42,57.2,2.5,0.09842525
15370002,2/1/24,4/11/24,4/7/24,14,4.2672,4.2,0,8,39.56,32,46.4,3,0.1181103
15370004,2/1/24,4/14/24,4/8/24,13,3.9624,4.2,0,8,39.56,32,46.4,3,0.1181103
15370005,2/1/24,4/12/24,4/8/24,14,4.2672,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370006,2/1/24,4/20/24,4/14/24,17,5.1816,,,,32,32,32,,0
15370007,2/1/24,4/21/24,4/15/24,14,4.2672,,,,32,32,32,,0
15370008,2/1/24,4/20/24,4/15/24,14,4.2672,,,,32,32,32,,0
15370009,2/1/24,4/13/24,4/9/24,14,4.2672,4.2,0,8,39.56,32,46.4,3,0.1181103
15370010,2/1/24,4/12/24,4/8/24,15,4.572,4.2,0,8,39.56,32,46.4,3,0.1181103
15370011,2/1/24,4/12/24,4/7/24,14,4.2672,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370024,2/1/24,4/15/24,4/10/24,15,4.572,1.3,-0.2,5.8,34.34,31.64,42.44,0,0
15370029,2/1/24,4/13/24,4/7/24,15,4.572,4.2,0,8,39.56,32,46.4,3,0.1181103
15370030,2/1/24,4/12/24,4/6/24,22,6.7056,4.2,0,8,39.56,32,46.4,3,0.1181103
15370012,2/1/24,4/12/24,4/8/24,16,4.8768,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370013,2/1/24,4/13/24,4/9/24,15,4.572,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370014,2/1/24,4/11/24,4/6/24,14,4.2672,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370015,2/1/24,4/13/24,4/7/24,14,4.2672,,,,32,32,32,,0
15370016,2/1/24,4/10/24,4/5/24,15,4.572,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370017,2/1/24,4/22/24,4/15/24,12,3.6576,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370026,2/1/24,4/12/24,4/8/24,13,3.9624,2.7,-0.6,5.2,36.86,30.92,41.36,17.3,0.68110273
15370027,2/1/24,4/13/24,4/8/24,14,4.2672,4.2,0,8,39.56,32,46.4,3,0.1181103
15370028,2/1/24,4/11/24,4/7/24,14,4.2672,4.1,0.2,7.4,39.38,32.36,45.32,4.7,0.18503947
15370019,2/1/24,4/9/24,4/4/24,13,3.9624,2.7,-0.6,5.2,36.86,30.92,41.36,17.3,0.68110273
15370020,2/1/24,4/14/24,4/9/24,14,4.2672,,,,32,32,32,,0
15370021,2/1/24,4/14/24,4/10/24,14,4.2672,,,,32,32,32,,0
15370022,2/1/24,4/13/24,4/8/24,12,3.6576,,,,32,32,32,,0
15370023,2/1/24,4/19/24,4/13/24,14,4.2672,1.3,-0.2,5.8,34.34,31.64,42.44,0,0
16370001,2/1/24,4/8/24,4/2/24,13,3.9624,1.8,-1,8.3,35.24,30.2,46.94,0.5,0.01968505
16370002,2/1/24,4/5/24,3/31/24,14,4.2672,1.9,0.4,7.9,35.42,32.72,46.22,6.1,0.24015761
16370004,2/1/24,4/15/24,4/8/24,13,3.9624,5.5,0.4,8.9,41.9,32.72,48.02,4.5,0.17716545
16370017,2/1/24,4/9/24,4/3/24,15,4.572,5.5,0.4,8.9,41.9,32.72,48.02,4.5,0.17716545
16370018,2/1/24,4/7/24,4/2/24,13,3.9624,1.8,-1,8.3,35.24,30.2,46.94,0.5,0.01968505
16370019,2/1/24,4/7/24,4/2/24,13,3.9624,1.8,-1,8.3,35.24,30.2,46.94,0.5,0.01968505
16370020,2/1/24,4/7/24,4/2/24,13,3.9624,1.8,-1,8.3,35.24,30.2,46.94,0.5,0.01968505
16370021,2/1/24,4/7/24,4/2/24,12,3.6576,1.9,0.4,7.9,35.42,32.72,46.22,6.1,0.24015761
16370022,2/1/24,4/7/24,4/2/24,13,3.9624,1.9,0.4,7.9,35.42,32.72,46.22,6.1,0.24015761
16370023,2/1/24,4/7/24,4/1/24,19,5.7912,3.8,0,8,38.84,32,46.4,4.3,0.16929143
